"Schulnummer","Latitude","Longitude","Gemeinden.Kennziffer","Schulname","Grundschulen","PLZ","Ort_parsed","Strasse"
14103,50.8039000121895,11.5897199658629,16074044,"Altstadtschule Staatliche Grundschule Kahla",1,"D-07768","Kahla","Burg 20"
79318,50.9193800068085,11.5810899583535,16053000,"UniverSaale Jena Freie Gesamtschule",1,"D-07745","Jena","Burgauer Weg 1a"
14043,50.9739000121941,11.674000002292,16074026,"Staatliche Grundschule ""Im Gleistal"" Golmsdorf",1,"D-07751","Golmsdorf","Bürgelsche Straße 16"
22182,50.8979800021732,10.769200041317,16067089,"Staatliche Regelschule ""Burgenland"" Wechmar",0,"D-99869","Drei Gleichen","Burgenlandallee 14"
12583,50.8983799865927,10.7686599952954,16067089,"Staatliche Grundschule ""Burgenland"" Wechmar",1,"D-99869","Drei Gleichen","Burgenlandallee 16"
64477,50.9485300029388,10.6955500183141,16067029,"GoBi gGmbH Private Medizinische Berufsfachschule",0,"D-99867","Gotha","Bürgeraue 2"
12807,50.7893699830348,10.6099299670243,16067065,"Staatliche Grundschule ""Am Rennsteig"" Tambach-Dietharz",1,"D-99897","Tambach-Dietharz","Burgstallstraße 33"
22209,50.7893699830348,10.6099299670243,16067065,"Staatliche Regelschule ""Am Rennsteig"" Tambach-Dietharz",0,"D-99897","Tambach-Dietharz","Burgstallstraße 33"
51198,50.8762000039575,12.0822599586483,16052000,"Rutheneum seit 1608 Staatliches Gymnasium Gera",0,"D-07545","Gera","Burgstraße 2"
64387,51.0009500063029,11.3339000061778,16055000,"Deutsches Erwachsenen-Bildungswerk in Thüringen, gemeinnützige Schulträger-GmbH, Staatlich genehmigte Höhere Berufsfachschule für Pflegeberufe, Staatlich anerkannte Höhere Berufsfachschule für Ergotherapie",0,"D-99427","Weimar","Buttelstedter Straße 90"
24285,51.1571300081709,10.8387399980979,16064004,"Novalisschule Bad Tennstedt Staatliche Regelschule",0,"D-99955","Bad Tennstedt","C.-A.-Just-Straße 2"
64404,50.6972299845411,11.5976199934248,16075085,"Euro Akademie Pößneck, Berufsbildende Ersatzschule",0,"D-07381","Pößneck","Carl-Gustav-Vogel-Straße 13"
18968,50.9040099852271,12.0974600371427,16052000,"Tabaluga-Grundschule Gera Staatliche Grundschule",1,"D-07552","Gera","Carl-Zeiß-Straße 20"
12837,50.6517700202073,12.1968200393938,16076022,"Staatliche Grundschule ""Gotthold Ephraim Lessing"" Greiz",1,"D-07973","Greiz","Carolinenstraße 39"
26163,50.8587200058898,11.3402300194559,16071008,"Staatliche Regelschule Blankenhain",0,"D-99444","Blankenhain","Christian-Speck-Straße 2"
76538,51.0304199815869,11.5091899929145,16071001,"Evangelische Grundschule Apolda",1,"D-99510","Apolda","Christian-Zimmermann-Straße 63"
16895,51.1603000020423,10.9913400053006,16068053,"Grundschule im Schlosspark Staatliche Grundschule Straußfurt",1,"D-99634","Straußfurt","Clara-Zetkin-Straße 22"
50314,50.9437500131054,10.7302899894911,16067029,"Staatliches Gymnasium ""Gustav Freytag"" Gotha",0,"D-99867","Gotha","Clara-Zetkin-Straße 58"
51215,50.8808199832592,12.0823600385721,16052000,"Zabel-Gymnasium Gera Staatliches Gymnasium",0,"D-07545","Gera","Clara-Zetkin-Straße 7"
11202,50.8079799873792,10.2205499961136,16063003,"Schule ""An den Beeten"" Staatliche Grundschule Bad Salzungen",1,"D-36433","Bad Salzungen","Clara-Zetkin-Straße 8"
18757,50.9487299951486,11.0807299851816,16051000,"Astrid-Lindgren-Schule Erfurt Staatliche Grundschule",1,"D-99097","Erfurt","Curiestraße 29"
65381,50.5816300029781,10.4118999607917,16066042,"Höhere Berufsfachschule für die Notfallsanitäterausbildung, DRK-Bildungswerk Thüringen gGmbH",0,"D-98617","Meiningen","Dammstraße 28"
19001,50.9342300151168,11.5977700294916,16053000,"Staatliche Grundschule ""Heinrich Heine"" Jena",1,"D-07749","Jena","Dammstraße 37"
76284,50.9357699802778,11.5990999860685,16053000,"DUALINGO-bilinguale Ganztagsgrundschule Jena, DRK-Kreisverband Jena-Eisenberg-Stadtroda e.V.",1,"D-07749","Jena","Dammstraße 43"
51621,50.3533500015518,11.174539994064,16072018,"Staatliches Gymnasium ""Hermann Pistor"" Sonneberg",0,"D-96515","Sonneberg","Dammstraße 50"
26810,50.8637799931987,12.0747399665763,16052000,"Debschwitzer Schule Gera Staatliche Regelschule",0,"D-07548","Gera","Darwinstraße 9"
50270,50.8852600030998,12.1025699805946,16052000,"Osterlandgymnasium Staatliches Gymnasium Gera",0,"D-07546","Gera","Dehmelstraße 19"
19105,50.9214199944034,11.5678700206652,16053000,"Südschule Jena Staatliche Grundschule",1,"D-07745","Jena","Doebereinerstraße 20"
76118,51.1004100046588,10.6301600256144,16064003,"Evangelische Grundschule Bad Langensalza",1,"D-99947","Bad Langensalza","Döppingstraße 1"
17509,50.8257999973492,11.8172100148244,16074066,"Tälerschule Ottendorf Staatliche Grundschule",1,"D-07646","Ottendorf","Dorfstraße 100"
16667,50.8390600005347,12.3206199949238,16077047,"Staatliche Grundschule Thonhausen",1,"D-04626","Thonhausen","Dorfstraße 16"
45507,50.4281599961352,10.4588399596786,16066094,"Staatliche Gemeinschaftsschule Grabfeld",1,"D-98631","Grabfeld","Dorfstraße 4"
13185,51.2493500119305,10.0930100353868,16061075,"Staatliche Grundschule ""An der Gobert"" Pfaffschwende",1,"D-37308","Pfaffschwende","Dorfstraße 50a"
76601,50.8557199970147,11.4599299670476,16074057,"Freie Ganztagsgrundschule Milda",1,"D-07751","Milda","Dorfstraße 92"
14086,50.8557199970147,11.4599299670476,16074057,"Staatliche Grundschule ""Kleine Europäer"" Milda",1,"D-07751","Milda","Dorfstraße 92"
78403,50.8557199970147,11.4599299670476,16074057,"Freie Ganztagsschule Milda Gymnasiale Oberstufe",0,"D-07751","Milda","Dorfstraße 92"
77049,50.8557199970147,11.4599299670476,16074057,"Freie Ganztagsschule Milda Staatlich anerkannte Regelschule in freier Trägerschaft",0,"D-07751","Milda","Dorfstraße 92"
19027,50.9386600185831,11.5890100186639,16053000,"Nordschule Jena Staatliche Grundschule",1,"D-07743","Jena","Dornburger Straße 31"
76464,50.6287600196101,10.7073499777854,16054000,"Evangelische Grundschule Suhl",1,"D-98528","Suhl","Dörrenbachstraße 25"
19229,50.6287600196101,10.7073499777854,16054000,"Ringbergschule Suhl Staatliche Grundschule",1,"D-98528","Suhl","Dörrenbachstraße 25"
79124,50.9373099873482,10.9858900080369,16051000,"Freie Waldorfschule Erfurt",1,"D-99094","Erfurt","Dorstbornstraße 5"
12720,50.8863499857887,10.5736400143121,16067072,"Staatliche Grundschule ""GutsMuths"" Waltershausen",1,"D-99880","Waltershausen","Dr.-Salvador-Allende-Straße 7"
23293,50.6557899809702,12.2010499668312,16076022,"Staatliche Regelschule ""Gotthold Ephraim Lessing"" Greiz",0,"D-07973","Greiz","Dr.-Scheube-Straße 4"
18953,50.8993799895511,12.0874900147726,16052000,"Grundschule ""Am Bieblacher Hang"" Gera Staatliche Grundschule",1,"D-07546","Gera","Dr.-Theodor-Neubauer-Straße 1"
50060,51.0254899975963,11.5089900007048,16071001,"Bergschule Apolda Staatliches Gymnasium",0,"D-99510","Apolda","Dr.-Theodor-Neubauer-Straße 10a"
26417,50.6869300085525,12.0152599699866,16076087,"Staatliche Regelschule ""Georg Kresse"" Triebes",0,"D-07950","Zeulenroda-Triebes","Dr.-Wilhelm-Külz-Straße 19a"
18396,50.6869300085525,12.0152599699866,16076087,"Staatliche Grundschule Triebes",1,"D-07950","Zeulenroda-Triebes","Dr.-Wilhelm-Külz-Straße 19a"
51304,50.9521599956565,11.6094099784314,16053000,"Carl-Zeiss-Gymnasium Jena Staatliches Gymnasium mit math.-nw. Spezialklassen",0,"D-07743","Jena","E.-Kuithan-Straße 7"
50583,51.2169099930753,10.2209700132818,16064074,"Käthe-Kollwitz-Gymnasium Lengenfeld unterm Stein Staatliches Gymnasium",0,"D-99976","Südeichsfeld unterm St","Effelder Weg 2"
18833,50.8558300094939,12.0688299704664,16052000,"Grundschule ""Saarbachtal"" Gera Staatliche Grundschule",1,"D-07548","Gera","Eiselstraße 110"
45597,50.7834200052467,10.1261100033885,16063015,"Staatliche Gemeinschaftsschule Feldatal Stadtlengsfeld",0,"D-36466","Dermbach","Eisenacher Straße 1 a"
11262,50.7834200052467,10.1261100033885,1,"Staatliche Grundschule Stadtlengsfeld",1,"D-36466","Dermbach","Eisenacher Straße 1a"
50297,50.9509600004884,10.6953699750339,16067029,"Arnoldischule Gotha Staatliches Gymnasium",0,"D-99867","Gotha","Eisenacher Straße 5"
17287,50.35377001872,11.1839800286963,16072018,"Staatliche Grundschule Sonneberg-Grube",1,"D-96515","Sonneberg","Eisenbahnstraße 16"
23923,50.5208899967935,10.8758699851464,16069042,"Staatliche Regelschule Schönbrunn",0,"D-98667","Schleusegrund","Eisfelder Straße 19"
70275,50.9257000037123,12.0017399601647,16076003,"Privates Förderschulzentrum Wendepunkt Bad Köstritz",1,"D-07586","Bad Köstritz","Eleonorenstraße 20a"
24456,50.5666799985648,10.4191300228327,16066042,"Schule am Pulverrasen Meiningen Staatliche Regelschule",0,"D-98617","Meiningen","Elisabeth-Schumacher-Straße 8"
51064,51.4226599835896,10.3649599619047,16061115,"Staatliches Gymnasium ""Marie Curie"" Worbis",0,"D-37339","Leinefelde-Worbis","Elisabethstraße 23"
26343,51.4229100157613,10.3661299917689,16061115,"Staatliche Regelschule Worbis",0,"D-37339","Leinefelde-Worbis","Elisabethstraße 24"
18126,51.4229100157613,10.3661299917689,16061115,"Staatliche Grundschule ""Am Ohmgebirge"" Worbis",1,"D-37339","Leinefelde-Worbis","Elisabethstraße 24"
64957,50.8817600137004,11.614250024601,16053000,"Freie Berufsbildende Schule Jena",0,"D-07747","Jena","Emil-Wölk-Str. 11"
45093,50.8817600137004,11.614250024601,16053000,"Werkstattschule Jena Staatliche Gemeinschaftsschule",1,"D-07747","Jena","Emil-Wölk-Straße 11"
50327,50.8553200125952,10.5754999586267,16067019,"Perthes-Gymnasium Staatliches Gymnasium Friedrichroda",0,"D-99894","Friedrichroda","Engelsbacher Weg 13"
60419,50.8737200083554,12.0788800400118,16052000,"Staatliche Berufsbildende Schule Wirtschaft/Verwaltung""Dr. Eduard Amthor""",0,"D-07545","Gera","Enzianstraße 18"
76541,50.9699572960593,11.1527650820275,16071103,"Montessori-Integrationsschule (Grundschule) Nohra ""Theodor Hellbrügge"" Aktion Sonnenschein Thüringen e.V.",1,"D-99428","Grammetal","Erfurter Straße 1c"
45957,50.9886900060758,12.4489099683468,16077001,"Erich-Mäder-Schule Altenburg Staatliche Gemeinschaftsschule",1,"D-04600","Altenburg","Erich-Mäder-Straße 41"
26913,50.8988600181876,12.0805900320786,16052000,"Bieblacher Schule Staatliche Regelschule Gera",0,"D-07546","Gera","Erich-Mühsam-Straße 41"
25935,50.3500000063097,11.1661600187263,16072018,"Staatliche Regelschule ""Cuno Hoffmeister"" Sonneberg",0,"D-96515","Sonneberg","Erich-Weinert-Straße 2"
26013,50.9067700202143,11.8531800302925,16074041,"Staatliche Regelschule ""Am Hermsdorfer Kreuz""",0,"D-07629","Hermsdorf","Erich-Weinert-Straße 25"
63066,51.0116500086205,11.3312700164184,16055000,"Staatliche Berufsbildende Schule Wirtschaft/Verwaltung und Ernährung ""Friedrich Justin Bertuch"" Weimar",0,"D-99427","Weimar","Ernst-Busse-Straße 2"
63772,50.9913099794608,10.2999400302302,16056000,"Evangelische Schule für soziale Berufe",0,"D-99817","Eisenach","Ernst-Thälmann-Str. 90"
50254,51.1119300085641,10.9356799772641,16068014,"Oskar-Gründler-Gymnasium Staatliches Gymnasium Gebesee",0,"D-99189","Gebesee","Ernst-Thälmann-Straße 17"
50267,50.7761600198113,12.0525300186372,16076079,"Georg-Samuel-Dörffel-Gymnasium Staatliches Gymnasium Weida",0,"D-07570","Weida","Ernst-Thälmann-Straße 23"
79048,50.9898400031914,10.3070199723854,16056000,"Freie Waldorfschule Eisenach/Wartburgkreis",1,"D-99817","Eisenach","Ernst-Thälmann-Straße 62-64"
76164,50.9913099794608,10.2999400302302,16056000,"Evangelische Grundschule Eisenach ""Katharina von Bora""",1,"D-99817","Eisenach","Ernst-Thälmann-Straße 90"
61743,50.5815499977123,10.4222100369736,16066042,"Staatliche Berufsbildende Schule für Gesundheit und Soziales Meiningen",0,"D-98617","Meiningen","Ernststraße 9"
22482,50.9497299981069,10.683640004454,16067029,"Staatliche Regelschule ""Conrad Ekhof"" Gotha",0,"D-99867","Gotha","Eschleber Straße 39"
75018,50.98948000045,11.0386000252508,16051000,"Evangelische Gemeinschaftsschule Erfurt",1,"D-99085","Erfurt","Eugen-Richter-Straße 22"
45576,51.0871800086867,10.7373499827168,16067067,"Staatliche Gemeinschaftsschule Tonna",1,"D-99958","Tonna","Fahnerscher Weg 1"
12657,50.9200200070255,10.5849300187942,16067088,"Hörselschule Hörselgau Staatliche Grundschule",1,"D-99880","Hörsel","Falltorstraße 14"
14956,51.2130300100953,10.4580000091614,16064046,"Margaretenschule Mühlhausen Staatliche Grundschule",1,"D-99974","Mühlhausen","Feldstraße 1"
25768,51.1627299995919,10.9861999708164,16068053,"Staatliche Regelschule Straußfurt",0,"D-99634","Straußfurt","Feldstraße 2a"
65291,51.2130899826126,10.4614100188303,16064046,"Förderberufsschule des Bildungszentrums der KAB für Berufsschüler mit besonderem Förderbedarf in den Bereichen Lernen und Emotionale und soziale Entwicklung",0,"D-99974","Mühlhausen","Feldstraße 43"
16654,50.887989988964,12.3525399585965,16077043,"Staatliche Grundschule Schmölln",1,"D-04626","Schmölln","Finkenweg 12"
25788,51.1966200038775,11.0653999871879,16068058,"Staatliche Regelschule ""Geschwister Scholl"" Weißensee",0,"D-99631","Weißensee","Fischhof 5"
14939,51.217959994086,10.4740100309597,16064046,"Forstbergschule Mühlhausen Staatliche Grundschule",1,"D-99974","Mühlhausen","Forstbergstraße 37"
24615,51.217959994086,10.4740100309597,16064046,"Regelschule am Forstberg Mühlhausen Staatliche Regelschule",0,"D-99974","Mühlhausen","Forstbergstraße 37"
17719,50.6540999797425,10.6687000164151,16066092,"Staatliche Grundschule ""Martin Luther "" Zella-Mehlis",1,"D-98544","Zella-Mehlis","Forstgasse 4"
26073,50.6540999797425,10.6687000164151,16066092,"Lutherschule Staatliche Regelschule Zella-Mehlis",0,"D-98544","Zella-Mehlis","Forstgasse 4"
45459,51.313330000878,11.160550010931,16065088,"Staatliche Gemeinschaftsschule Oldisleben",1,"D-06577","An der Schmücke","Frankenhäuserstraße 65"
75053,50.8843900034597,12.0799000338092,16052000,"Christliche Gemeinschaftsschule Gera",1,"D-07545","Gera","Franz-Mehring-Str. 2"
76301,50.9281300012619,11.592739965577,16053000,"Evangelische Grundschule Jena",1,"D-07743","Jena","Frauengasse 4"
76058,51.530180020039,10.7800599703473,16062041,"Evangelische Grundschule Nordhausen",1,"D-99734","Nordhausen","Freiheitstraße 21"
26148,50.9008399913557,11.2843000103181,16071003,"Klosterbergschule Bad Berka Staatliche Regelschule",0,"D-99438","Bad Berka","Friedensplatz 13"
78013,51.3771299884548,10.1309799729525,16061045,"Bergschule St. Elisabeth Staatlich anerkanntes katholisches Gymnasium in Heiligenstadt",0,"D-37308","Heilbad Heiligenstadt","Friedensplatz 5/6"
64147,51.3771299884548,10.1309799729525,16061045,"Bergschule St. Elisabeth Katholische berufsbildende Schule",0,"D-37308","Heilbad Heiligenstadt","Friedensplatz 5/6"
51321,50.6073199913871,10.6881199640632,16054000,"Friedrich-König-Gymnasium Suhl Staatliches Gymnasium",0,"D-98527","Suhl","Friedensstraße 1"
11773,50.9725799881726,11.9755999892836,16074012,"Staatliche Grundschule ""Elstertal"" Crossen",1,"D-07613","Crossen an der Elster","Friedensstraße 10"
11815,50.9725799881726,11.9755999892836,16074039,"Staatliche Grundschule ""Heinrich Heine"" Königshofen",1,"D-07613","Heideland","Friedensstraße 10"
76105,51.2034699885191,10.4507800054042,16064046,"Evangelische Grundschule Mühlhausen",1,"D-99974","Mühlhausen","Friedensstraße 16"
77246,51.2034699885191,10.4507800054042,16064046,"Evangelische Regelschule Mühlhausen",0,"D-99974","Mühlhausen","Friedensstraße 16"
78253,51.2034699885191,10.4507800054042,16064046,"Evangelisches Gymnasium Mühlhausen",0,"D-99974","Mühlhausen","Friedensstraße 16"
64643,50.8774699880171,12.0739300232725,16052000,"Grundig Akademie Gera, Staatlich genehmigte/anerkannte Fachschule für Wirtschaft und Technik, Staatlich anerkannte Höhere Berufsfachschule",0,"D-07545","Gera","Friedericistraße 11"
75067,50.8774699880171,12.0739300232725,16052000,"Freie Gemeinschaftsschule der Grundig Akademie Gera",1,"D-07545","Gera","Friedericistraße 11"
64480,50.8774699880171,12.0739300232725,16052000,"Gewerblich-technische Berufsschule der Grundig Akademie für Wirtschaft und Technik gemeinnützige Stiftung e.V.",0,"D-07545","Gera","Friedericistraße 11"
64673,50.8778099999194,12.0744200293321,16052000,"Höhere Berufsfachschule für Informatik und Gestaltung in der Gemeinnützigen Gesellschaft Semper Bildungswerk mbH",0,"D-07545","Gera","Friedericistraße 8a"
75070,50.8778099999194,12.0744200293321,16052000,"Entdecker-Gemeinschaftsschule in der Gemeinnützigen Gesellschaft Semper Bildungswerk mbH",1,"D-07545","Gera","Friedericistraße 8a"
21698,50.8235427342879,11.9348413358865,16076049,"Staatliche Regelschule Münchenbernsdorf",0,"D-07589","Münchenbernsdorf","Friedhofstraße 2"
20034,50.9883600105477,12.4348899780004,16077001,"Gebrüder-Reichenbach-Schule Altenburg Staatliche Regelschule",0,"D-04600","Altenburg","Friedrich-Ebert-Straße 13-15"
21025,50.9125099894183,10.4274300348141,16063071,"Staatliche Regelschule ""Johannes Dicel"" Seebach",0,"D-99846","Seebach","Friedrich-Engels-Ring 1"
10405,51.020109989224,11.51692003548,16071001,"Staatliche Grundschule ""Am Schötener Grund"" Apolda",1,"D-99510","Apolda","Friedrich-Engels-Str. 2"
15797,50.6960400057472,11.3240400381964,16073076,"Staatliche Grundschule Schwarza",1,"D-07407","Rudolstadt","Friedrich-Fröbel-Straße 72"
19211,50.6004500159065,10.6568699659113,16054000,"Staatliche Grundschule Heinrichs",1,"D-98529","Suhl","Friedrich-Ludwig-Jahn-Straße 11"
31540,50.3479899840187,11.1696299590029,16072018,"Schulzentrum am Wolkenrasen Staatliches regionales Förderzentrum Sonneberg",1,"D-96515","Sonneberg","Friedrich-Ludwig-Jahn-Straße 41"
17286,50.3479000042881,11.1695599701114,16072018,"Schulzentrum am Wolkenrasen Staatliche Grundschule Sonneberg",1,"D-96515","Sonneberg","Friedrich-Ludwig-Jahn-Straße 43"
64537,51.2184733678879,10.4597936298172,16064046,"Ludwig Fresenius Schulen Mühlhausen - private berufsbildende Schule",0,"D-99974","Mühlhausen","Friedrich-Naumann-Straße 36"
45477,51.2278700020294,10.9344599912569,16065023,"Staatliche Gemeinschaftsschule ""Friedrich von Hardenberg"" Greußen",1,"D-99718","Greußen","Friedrich-von-Hardenberg-Straße 7"
45098,50.9444600022139,11.5984700022258,16053000,"Montessorischule Jena Staatliche Gemeinschaftsschule",1,"D-07743","Jena","Friedrich-Wolf-Straße 2"
20437,50.7783500015635,10.7776100238681,16067053,"Staatliche Regelschule ""Am Kienberg"" Crawinkel",0,"D-99885","Ohrdruf","Friedrichsanfang 7a"
18906,50.8471000058796,12.0887300335284,16052000,"Zwötzener Schule Gera Staatliche Grundschule",1,"D-07551","Gera","Fritz-Reuter-Straße 7"
24764,50.581940007667,11.1397799901384,16073113,"Staatliche Regelschule ""Friedrich Fröbel"" Oberweißbach",0,"D-98744","Schwarzatal","Fröbelstraße 12"
18846,50.8641899939925,12.0748900026432,16052000,"Hans-Christian-Andersen-Grundschule Gera Staatliche Grundschule",1,"D-07548","Gera","Fröbelstraße 2 A"
45920,50.7351399914991,11.8759300242532,16075116,"Staatliche Gemeinschaftsschule Triptis",1,"D-07819","Triptis","Gabelsberger Straße 9"
11065,51.2678000057432,11.401910014172,16065087,"Grundschule ""Am alten Wald"" Staatliche Grundschule Wiehe",1,"D-06571","Roßleben-Wiehe","Garnbacher Straße 8"
17929,50.9358600019179,11.4863400028489,16071025,"Staatliche Grundschule Großschwabhausen/Magdala (Verbund)",1,"D-99441","Großschwabhausen","Gartensiedlung 1"
11409,50.7006200033709,10.1690499904421,16063086,"Staatliche Grundschule Wiesenthal",1,"D-36466","Wiesenthal","Gartenstraße 11"
76015,50.8925199885352,10.7008499795109,16067013,"Aktiv-Schule (Freie Grundschule Emleben)",1,"D-99869","Emleben","Gartenstraße 11a"
20110,50.9580800081408,12.5881700090078,16077023,"Wieratalschule Langenleuba-Niederhain Staatliche Regelschule",0,"D-04618","Langenleuba-Niederhain","Gartenstraße 15"
10301,50.9580800081408,12.5881700090078,16077023,"Wieratalschule Langenleuba-Niederhain Staatliche Grundschule",1,"D-04618","Langenleuba-Niederhain","Gartenstraße 15"
45032,51.0042899851707,11.097300001931,16051000,"Staatliche Gemeinschaftsschule Kerspleben",1,"D-99098","Erfurt","Gartenstraße 19"
12404,51.0561499935836,10.829419992319,16067033,"Staatliche Grundschule Großfahner",1,"D-99100","Großfahner","Gartenstraße 218a"
50194,50.9659199793664,10.0685399910754,16063097,"Philipp-Melanchthon-Gymnasium Schule der deutschen Einheit Staatliches Gymnasium Gerstungen",0,"D-99834","Gerstungen","Gartenstraße 28"
50660,51.4387399942794,10.5740600314802,16062066,"Staatliches Gymnasium ""Friedrich Schiller"" Bleicherode",0,"D-99752","Bleicherode","Gartenstraße 67"
21278,51.0527600166633,11.0377500164498,16051000,"Staatliche Regelschule Stotternheim",0,"D-99095","Erfurt","Gau-Algesheimer Straße 2"
12051,51.0527600166633,11.0377500164498,16051000,"Staatliche Grundschule Stotternheim",1,"D-99095","Erfurt","Gau-Algesheimer Straße 2"
15063,50.5258299971585,11.3013300259138,16073028,"Staatliche Grundschule Gräfenthal",1,"D-98743","Gräfenthal","Gebersdorfer Straße 8"
31027,51.5080699843858,10.7940600117641,16062041,"Staatliches regionales Förderzentrum ""Johann-Heinrich-Pestalozzi"" Nordhausen",1,"D-99734","Nordhausen","Geiersberg 7"
25382,50.6616099973496,11.4362199937162,16073111,"Staatliche Regelschule ""Kurt Löwenstein"" Unterwellenborn",0,"D-07333","Unterwellenborn","Gelängeweg 2"
30893,50.5812000113452,10.4243299879247,16066042,"Staatliches regionales Förderzentrum ""Jean Paul"" Meiningen Förderschwerpunkt geistige Entwicklung",1,"D-98617","Meiningen","Georg-Leubuscher-Straße 2"
70651,50.5103899866857,10.757950018513,16069043,"Lindenschule-Private Förderschule Förderzentrum mit dem Förderschwerpunkt geistige Entwicklung",1,"D-98553","Schleusingen","Georg-Neumark-Straße 3"
45823,50.3963300121931,11.007870040372,16072015,"Staatliche Gemeinschaftsschule ""Johann Wolfgang von Goethe"" Schalkau",1,"D-96528","Schalkau","Georgstraße 11"
50014,50.984019986812,12.4207900242977,16077001,"Friedrichgymnasium Altenburg Staatliches Gymnasium",0,"D-04600","Altenburg","Geraer Straße 33"
65184,51.5085799812845,10.7816699663092,16062041,"IWK gGmbH - Berufsfachschule und Höhere Berufsfachschule für Pflegeberufe",0,"D-99734","Nordhausen","Gerhart-Hauptmann-Straße 3"
50434,50.6788299887808,10.914460015909,16070029,"Staatliches Gymnasium ""Am Lindenberg"" Ilmenau",0,"D-98693","Ilmenau","Gerhart-Hauptmann-Straße 5"
50807,50.7272099986334,10.4521500274782,16066063,"Philipp-Melanchthon-Gymnasium Schmalkalden Staatliches Gymnasium",0,"D-98574","Schmalkalden","Geschw.-Scholl-Straße 1/10"
64283,51.5077500052321,10.7962699843553,16062041,"Berufsbildende Schule pro vita Akademie Nordhausen gGmbH",0,"D-99734","Nordhausen","Geschwister-Scholl-Straße 14"
50417,50.4278999894987,10.7260800109832,16069024,"Staatliches Gymnasium Georgianum Hildburghausen",0,"D-98646","Hildburghausen","Geschwister-Scholl-Straße 15"
18113,51.3863199909154,10.3244700051492,16061115,"Staatliche Grundschule ""Konrad Hentrich"" Leinefelde",1,"D-37327","Leinefelde-Worbis","Geschwister-Scholl-Straße 6"
26283,51.3863199909154,10.3244700051492,16061115,"Staatliche Regelschule ""Konrad Hentrich"" Leinefelde",0,"D-37327","Leinefelde-Worbis","Geschwister-Scholl-Straße 6"
20080,51.0440000058357,12.2835699712315,16077032,"Staatliche Regelschule ""Geschwister Scholl"" Meuselwitz",0,"D-04610","Meuselwitz","Geschwister-Scholl-Straße 9/10"
64508,51.3710764154132,10.3295071393905,16061115,"Kyffhäuser-Paracelsus-Schule, Berufsbildende Schule in freier Trägerschaft",0,"D-37327","Leinefelde-Worbis","Gewerbepark Süd 7"
62418,50.6440400195513,10.6819200379224,16066092,"Staatliches Berufsbildungszentrum Suhl/Zella-Mehlis",0,"D-98544","Zella-Mehlis","Gewerbestraße 1"
26433,50.6438699926454,11.9740200005351,16076087,"Staatliche Regelschule ""Friedrich Solle"" Zeulenroda",0,"D-07937","Zeulenroda-Triebes","Giengener Straße 18"
13888,50.6307000111,10.8600400066283,16070029,"Staatliche Grundschule Stützerbach Grundschule am Rennsteig",1,"D-98694","Ilmenau","Gläsertalstr. 13"
20586,51.2998799799475,11.4390799828987,16065087,"Staatliche Regelschule ""Gerhart Hauptmann"" Roßleben",0,"D-06571","Roßleben","Glück-Auf-Straße 11"
63576,51.3795500115396,10.3181199591226,16061115,"Staatliche Berufsbildende Schulen Eichsfeld",0,"D-37327","Leinefelde-Worbis","Goethestraße 18"
13078,50.6725299827161,12.2627000381531,16076093,"Staatliche Grundschule Mohlsdorf",1,"D-07987","Mohlsdorf-Teichwolframsdorf","Goethestraße 22"
12284,50.8651299825241,12.1899600383779,16076061,"Staatliche Grundschule Ronneburg",1,"D-07580","Ronneburg","Goethestraße 28"
20380,50.8343399832185,10.9333900413166,16070004,"Staatliche Regelschule ""Robert Bosch"" Arnstadt",0,"D-99310","Arnstadt","Goethestraße 32"
10645,50.8343399832185,10.9333900413166,16070004,"Staatliche Grundschule ""Dr. Harald Bielfeld"" Arnstadt",1,"D-99310","Arnstadt","Goethestraße 32"
75940,50.6610199951851,12.2095000148795,16076022,"Freie Gemeinschaftsschule Elstertal Greiz",1,"D-07973","Greiz","Goethestraße 37"
25096,50.7375300073705,11.7400199788343,16075073,"Staatliche Regelschule ""Johann Wolfgang von Goethe"" Neustadt a.d. Orla",0,"D-07806","Neustadt an der Orla","Goethestraße 7"
12537,50.9765699836316,10.7872600251749,16067022,"Staatliche Grundschule ""Immertal"" Friemar",1,"D-99869","Friemar","Goethestraße 7"
18731,50.9661599951639,11.0280900406782,16051000,"Grundschule am Steigerwald Erfurt Staatliche Grundschule",1,"D-99096","Erfurt","Goethestraße 72"
17470,50.8606900045931,11.7329299783953,16074094,"Staatliche Grundschule ""Milo Barus"" Stadtroda",1,"D-07646","Stadtroda","Goetheweg 15"
26027,50.8612600159185,11.7322399801259,16074094,"Staatliche Regelschule ""Auf der Schönen Aussicht"" Stadtroda",0,"D-07646","Stadtroda","Goetheweg 17"
14218,51.1556700063663,10.8378899892969,16064004,"Sebastian-Kneipp-Schule Bad Tennstedt Staatliche Grundschule",1,"D-99955","Bad Tennstedt","Goetheweg 2"
15170,50.4724899961019,11.0890900115897,16072013,"Staatliche Grundschule Steinheid",1,"D-98749","Neuhaus am Rennweg","Göritzweg 15"
64943,50.8907200167378,11.5926600022207,16053000,"Euro Akademie Jena, Berufsbildende Ersatzschule",0,"D-07745","Jena","Göschwitzer Straße 22"
12510,50.9953500148819,10.5890199684487,16067063,"Staatliche Grundschule Sonneborn",1,"D-99869","Sonneborn","Gothaer Straße 183e"
