"Schulnummer","Latitude","Longitude","Gemeinden.Kennziffer","Schulname","Grundschulen","PLZ","Ort_parsed","Strasse"
76135,50.3384400207263,10.645920015241,16069056,"Stiftung Deutsche Landerziehungsheime Hermann-Lietz-Schule Haubinda, staatlich anerkannte Grundschule",1,"D-98663","Westhausen","Stiftung 1"
77905,50.3384400207263,10.645920015241,16069056,"Stiftung Deutsche Landerziehungsheime Hermann-Lietz-Schule Haubinda, staatl. anerkannte Regelschule",0,"D-98663","Westhausen","Stiftung 1"
64867,50.3384400207263,10.645920015241,16069056,"Stiftung Deutsche Landerziehungsheime Hermann-Lietz-Schule Haubinda, Fachoberschule und Berufliches Gymnasium",0,"D-98663","Westhausen","Stiftung 1"
31879,51.0190200065351,11.0340000367882,16051000,"Schule am Zoopark Staatliches regionales Förderzentrum Erfurt Förderschwerpunkt geistige Entwicklung",1,"D-99087","Erfurt","Stotternheimer Straße 12"
10118,51.0921299835165,12.3310200089267,16077028,"Staatliche Grundschule Lucka",1,"D-04613","Lucka","Straße der Bauarbeiter 1a"
20063,51.0921299835165,12.3310200089267,16077028,"Staatliche Regelschule Lucka",0,"D-04613","Lucka","Straße der Bauarbeiter 1a"
11246,50.8084100209216,10.2482899884918,16063003,"Parkschule Bad Salzungen Staatliche Grundschule",1,"D-36433","Bad Salzungen","Straße der Einheit 133"
20887,50.809550001663,10.2547400306234,16063003,"Staatliche Regelschule ""Werratal"" Bad Salzungen",0,"D-36433","Bad Salzungen","Straße der Einheit 18"
25695,50.9543900009964,12.280570004266,16077003,"Staatliche Regelschule Dobitschen",0,"D-04626","Dobitschen","Straße der Einheit 3"
45450,51.3053800171732,10.5594999951122,16064072,"Staatliche Gemeinschaftsschule Menteroda",1,"D-99996","Menteroda","Straße der Einheit 36"
13588,50.2493199800371,10.6861499653599,16069063,"Staatliche Grundschule Hellingen",1,"D-98663","Heldburg","Straße der Einheit 55"
15467,51.4535299881611,10.6523999807669,16062066,"Staatliche Grundschule Wipperdorf",1,"D-99752","Wipperdorf","Straße der Einheit 86"
61790,51.5078000032845,10.7719700088594,16062041,"Staatliches Berufsschulzentrum Nordhausen",0,"D-99734","Nordhausen","Straße der Genossenschaften 168"
14609,50.5248600014135,10.5373899594589,16066081,"Staatliche Grundschule Vachdorf",1,"D-98617","Vachdorf","Straße der Jugend 122"
25802,51.1849300149758,11.2525600061065,16068034,"Staatliche Regelschule ""Friedrich Ludwig Jahn"" Kölleda",0,"D-99625","Kölleda","Straße der Jugend 15"
17599,50.5405500021486,10.75152000913,16069043,"Staatliche Grundschule Erlau",1,"D-98553","Schleusingen","Straße der Jugend 3"
14492,50.477119991778,11.4436699968966,16073046,"Staatliche Grundschule ""Karl Oertel"" Lehesten",1,"D-07349","Lehesten","Straße der Jugend 46"
13471,50.3517499800547,10.6891100344663,16069049,"Staatliche Grundschule ""Am Straufhain"" Streufdorf",1,"D-98646","Straufhain","Straße der Jugend 7"
21247,50.9103599893443,10.9087999681518,16067087,"Staatliche Regelschule ""Prof. Herman Anders Krüger"" Neudietendorf",0,"D-99192","Nesse-Apfelstädt","Straße des Friedens 15"
12673,50.9103599893443,10.9087999681518,16067087,"Staatliche Grundschule Neudietendorf",1,"D-99192","Nesse-Apfelstädt","Straße des Friedens 15"
16037,50.6184100036595,11.4325799846242,16073038,"Staatliche Grundschule Kaulsdorf",1,"D-07338","Kaulsdorf","Straße des Friedens 29"
45815,50.6184100036595,11.4325799846242,16073038,"Staatliche Gemeinschaftsschule Kaulsdorf",1,"D-07338","Kaulsdorf","Straße des Friedens 29"
10764,50.7789700109414,10.9066699589168,16070043,"Staatliche Grundschule Plaue",1,"D-99338","Plaue","Straße des Friedens 4"
70228,50.9953000168294,10.3130299646002,16056000,"Förderschule der Diako Kinder- und Jugendhilfe gem. GmbH, Regionales Förderzentrum mit dem Förderschwerpunkt geistige Entwicklung Johannes Falk",1,"D-99817","Eisenach","Stregdaer Allee 50"
14836,51.2496000021927,10.3461600236344,16064073,"Staatliche Grundschule Anrode",1,"D-99976","Anrode","Struther Straße 4"
12447,50.8220500176875,10.7293999990119,16067053,"Staatliche Grundschule ""Carl Eduard Meinung"" Ohrdruf",1,"D-99885","Ohrdruf","Südstraße 28"
16389,50.7372000118425,10.3730700399601,16066022,"Staatliche Grundschule ""Thomas Müntzer"" Fambach",1,"D-98597","Fambach","Süffig 9a"
76271,50.8932800176056,11.6050099821784,16053000,"Freie Ganztagsgrundschule STEINMALEINS",1,"D-07747","Jena","Susanne-Bohl-Straße 2"
60302,50.9865700132151,11.0245299949425,16051000,"Ludwig-Erhard-Schule Erfurt Staatliche Berufsbildende Schule 3",0,"D-99089","Erfurt","Talstraße 24"
17062,51.3672100060467,10.8543300027281,16065067,"Staatliche Grundschule ""Franzberg"" Sondershausen",1,"D-99706","Sondershausen","Talstraße 34"
30156,51.3672100060467,10.8543300027281,16065067,"Staatliches regionales Förderzentrum ""Johann Heinrich Pestalozzi"" Sondershausen",1,"D-99706","Sondershausen","Talstraße 34"
45087,50.9214199944034,11.5690500249942,16053000,"Jenaplan-Schule Jena Staatliche Gemeinschaftsschule",1,"D-07745","Jena","Tatzendpromenade 9"
17149,51.3064000109706,10.8109300168282,16065067,"Staatliche Grundschule Hohenebra",1,"D-99706","Sondershausen","Thalebraer Straße 5"
14403,51.1395700048374,10.6390699886899,16064003,"Staatliche Grundschule ""Albert Schweitzer"" Thamsbrück",1,"D-99947","Bad Langensalza","Thamsbrücker Hauptstraße 18"
11366,50.8442100094837,10.1228900114646,16063101,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",1,"D-36460","Krayenberggemeinde","Theo-Neubauer-Straße 2"
15244,51.5148099984577,10.7694599641345,16062041,"Staatliche Grundschule ""Albert Kuntz"" Salza",1,"D-99734","Nordhausen","Theodor-Neubauer-Straße 2"
13168,51.3723100169433,10.1373499679087,16061045,"Theodor-Storm-Grundschule Heiligenstadt Staatliche Grundschule",1,"D-37308","Heilbad Heiligenstadt","Theodor-Storm-Straße 18"
51364,50.9829600113365,11.3178800099147,16055000,"Friedrich-Schiller-Gymnasium Weimar Staatliches Gymnasium",0,"D-99423","Weimar","Thomas-Mann-Straße 2"
16775,51.2594300048703,11.0819700039374,16068064,"Wippertal-Grundschule Staatliche Grundschule Kindelbrück",1,"D-99638","Kindelbrück","Thomas-Müntzer-Straße 1"
70905,51.1868399992524,10.4957500055878,16064046,"Schulzentrum ""Janusz Korczak"", Staatlich anerkannte Förderschule",1,"D-99998","Mühlhausen","Thomas-Müntzer-Weg 6"
76388,50.9824799797416,11.3381399918991,16055000,"Freie Ganztagsgrundschule Anna Amalia",1,"D-99425","Weimar","Tiefurter Allee 6"
12002,51.1079600039441,10.9960699970816,16068025,"Heinz-Sielmann-Grundschule Haßleben Staatliche Grundschule",1,"D-99189","Haßleben","Töpfermarkt 25"
10091,50.9844400039802,12.4372499866585,16077001,"Martin-Luther-Schule Staatliche Grundschule Altenburg",1,"D-04600","Altenburg","Torgasse 2"
51201,50.8908200128427,12.0868300237166,16052000,"Karl-Theodor-Liebe-Gymnasium Gera Staatliches Gymnasium",0,"D-07545","Gera","Trebnitzer Straße 18"
18293,51.3212799845828,10.3178499780213,16061118,"Staatliche Grundschule ""Erich Kästner"" Dingelstädt",1,"D-37351","Dingelstädt","Triftweg 2"
50344,50.8234300142263,10.7328199831456,16067053,"Staatliches Gymnasium ""Gleichense"" Ohrdruf",0,"D-99885","Ohrdruf","Trinitatisstraße 2"
62225,50.6985500085626,11.3217599928946,16073076,"Staatliches Berufsbildungszentrum des Landkreises Saalfeld-Rudolstadt",0,"D-07407","Rudolstadt","Trommsdorffstraße 1"
77259,50.9763399842085,11.0377999725928,16051000,"Edith-Stein-Schule Staatlich anerkannte katholische Regelschule",0,"D-99084","Erfurt","Trommsdorffstraße 26"
78060,50.9763399842085,11.0377999725928,16051000,"Edith-Stein-Schule Staatlich anerkanntes katholisches Gymnasium",0,"D-99084","Erfurt","Trommsdorffstraße 26"
60675,50.950599997747,10.6909399715676,16067029,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",0,"D-99867","Gotha","Trützschlerplatz 1"
51022,50.9453799999065,11.393640009404,16071056,"Lyonel-Feininger-Gymnasium Staatliches Gymnasium Buttelstedt/Mellingen (Verbund)",0,"D-99441","Mellingen","Umpferstedter Straße 18a"
17932,50.9453799999065,11.393640009404,16071056,"Lyonel-Feininger-Grundschule Staatliche Grundschule Mellingen",1,"D-99441","Mellingen","Umpferstedter Straße 18a"
45090,50.8909799814648,11.6130799947368,16053000,"Lobdeburgschule Jena Staatliche Gemeinschaftsschule",1,"D-07747","Jena","Unter der Lobdeburg 4"
17959,51.3548200025013,10.4828999612866,16061074,"Staatliche Grundschule Deuna",1,"D-37355","Niederorschel","Unterer Koppenhagen 93"
25919,50.3653499951425,11.1748999968054,16072018,"Bürgerschule Sonneberg Staatliche Regelschule",0,"D-96515","Sonneberg","Unterer Markt 4"
51168,51.0045600081815,11.0132499649251,16051000,"Staatliches Gymnasium ""Albert Schweitzer"" Erfurt",0,"D-99089","Erfurt","Vilniuser Straße 19"
50150,50.8237999914325,10.0244800141195,16063082,"Staatliches Gymnasium ""Johann Gottfried Seume"" Vacha",0,"D-36404","Vacha","Völkershäuser Straße 9"
26180,51.073809993022,11.3384799618919,16071102,"Staatliche Regelschule ""Am Lindenkreis"" Buttelstedt",0,"D-99439","Am Ettersberg","Volkmarsener Platz 1"
17812,51.073809993022,11.3384799618919,16071102,"Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule",1,"D-99439","Buttelstedt","Volkmarsener Platz 1"
76208,51.001629988198,11.0267600002823,16051000,"Regenbogen Freie Schule Erfurt",1,"D-99086","Erfurt","Vollbrachtstraße 5"
30562,50.946089989015,10.6813499846874,16067029,"Regenbogenschule Gotha Staatliches regionales Förderzentrum Förderschwerpunkt geistige Entwicklung",1,"D-99867","Gotha","von-Zach-Straße 18-21"
60599,50.945779984326,10.6798499592952,16067029,"Staatliches Berufsschulzentrum ""Gotha West""",0,"D-99867","Gotha","von-Zach-Straße 61"
12045,50.9861999940994,10.9327499991901,16051000,"Bergkreisschule Alach Staatliche Grundschule",1,"D-99090","Erfurt","Vor dem Hirtstor 18"
50030,50.9945300132942,12.4367599805988,16077001,"Lerchenberggymnasium Altenburg Staatliches Gymnasium",0,"D-04600","Altenburg","W.-Borchert-Straße 2-4"
18816,50.9225800078933,12.0566900410022,16052000,"Astrid-Lindgren-Grundschule Gera Staatliche Grundschule",1,"D-07552","Gera","Wagnerstraße 1"
17602,50.5185400045098,10.8016599671923,1,"Staatliche Grundschule Hinternah",1,"D-98553","Schleusingen","Waldauer Straße 27"
25649,50.8890199991358,12.4378300143582,16077012,"Staatliche Regelschule Gößnitz",0,"D-04639","Gößnitz","Waldenburger Str. 43"
16607,50.8890199991358,12.4378300143582,16077012,"Staatliche Grundschule Gößnitz",1,"D-04639","Gößnitz","Waldenburger Str. 43"
23864,50.4306800153249,10.7226799757791,16069024,"Staatliche Regelschule ""Dr. Carl Ludwig Nonne"" Hildburghausen",0,"D-98646","Hildburghausen","Waldstraße 11"
13438,50.4306800153249,10.7226799757791,16069024,"Staatliche Grundschule I Hildburghausen",1,"D-98646","Hildburghausen","Waldstraße 11"
12360,50.7939400061937,12.1019700039653,16076084,"Gebrüder-Grimm-Grundschule Staatliche Grundschule Wünschendorf",1,"D-07570","Wünschendorf","Waldstraße 15"
31811,51.0023100120026,11.0067900321478,16051000,"Schule am Andreasried Staatliches regionales Förderzentrum Erfurt Förderschwerpunkt körperliche und motorische Entwicklung",1,"D-99089","Erfurt","Warschauer Straße 4"
50177,50.9721100148615,10.3250300001004,16056000,"Staatliches Gymnasium ""Ernst Abbe"" Eisenach",0,"D-99817","Eisenach","Wartburgallee 60"
45030,50.955520007273,10.9947400405047,16051000,"Gemeinschaftsschule ""Steigerblick"" Hochheim Staatliche Gemeinschaftsschule Erfurt",1,"D-99094","Erfurt","Wartburgstraße 71"
25202,50.6580800007368,11.091629979709,16073112,"Staatliche Regelschule Königsee",0,"D-07426","Königsee","Wasserluft 3a"
21131,51.0399699867889,11.816190021027,16074116,"Staatliche Regelschule ""Am Stadtpark"" Schkölen",0,"D-07619","Schkölen","Weg am Stadtpark 2"
11755,51.0399699867889,11.816190021027,16074116,"Staatliche Grundschule ""Am Stadtpark"" Schkölen",1,"D-07619","Schkölen","Weg am Stadtpark 2"
14416,50.4842399994304,11.6611500418098,16075135,"Grundschule im Park Staatliche Grundschule Ebersdorf",1,"D-07929","Saalburg-Ebersdorf","Weg der Jugend 6"
60272,50.9820900116964,11.0268999780654,16051000,"Andreas-Gordon-Schule Erfurt Staatliche Berufsbildende Schule 4",0,"D-99084","Erfurt","Weidengasse 8"
15377,51.5584899818331,10.5902500127397,16062062,"Staatliche Grundschule ""Thomas Müntzer"" Klettenberg",1,"D-99755","Hohenstein","Weidenstraße 42"
13441,50.4242199987286,10.9048899779585,16069012,"Staatliche Grundschule Eisfeld",1,"D-98673","Eisfeld","Weihbach 10"
10512,51.0587700088782,11.4380800218499,16071101,"Staatliche Grundschule Pfiffelbach",1,"D-99510","Ilmtal-Weinstraße","Weimarer Straße 9"
20243,51.0587700088782,11.4380800218499,16071101,"Staatliche Regelschule Pfiffelbach",0,"D-99510","Pfiffelbach","Weimarer Straße 9"
19358,50.9602399826796,11.3452699740162,16055000,"Parkschule Weimar Staatliche Grundschule",1,"D-99425","Weimar","Weimarische Straße 19-21"
21458,51.102809994995,11.1438599653281,16068048,"Staatliche Regelschule Schloßvippach",0,"D-99195","Schloßvippach","Weimarische Straße 4"
17872,51.0058772064788,11.1969406790668,16071103,"Staatliche Grundschule im grünen Herzen Niederzimmern",1,"D-99428","Grammetal","Weimarische Straße 42"
26224,51.0058772064788,11.1969406790668,16071103,"Wartenbergschule Niederzimmern Staatliche Regelschule",0,"D-99428","Niederzimmern","Weimarische Straße 42"
50704,50.7222099838416,11.3334499817963,16073076,"Gymnasium Fridericianum Rudolstadt Staatliches Gymnasium",0,"D-07407","Rudolstadt","Weinbergstraße 1a"
26233,51.4999500156846,10.4475900206936,16061116,"Staatliche Regelschule ""Dr. Hermann Iseke"" Bischofferode",0,"D-37345","Am Ohmberg","Weißenborner Straße 1"
40517,50.9946600166125,11.0310600004304,16051000,"Staatliche Integrierte Gesamtschule Erfurt",1,"D-99086","Erfurt","Wendenstraße 23"
18653,50.9949299977137,11.0325199603255,16051000,"Grundschule am Johannesplatz Erfurt Staatliche Grundschule",1,"D-99086","Erfurt","Wendenstraße 24"
64780,50.9965300192109,11.0213899663749,16051000,"Freie Berufsbildende Schule Adolph Kolping",0,"D-99089","Erfurt","Wermutmühlenweg 11"
20200,51.0293600061114,11.5098899656487,16071001,"Staatliche Regelschule ""Werner Seelenbinder"" Apolda",0,"D-99510","Apolda","Werner-Seelenbinder-Straße 6"
10388,51.0293600061114,11.5098899656487,16071001,"Staatliche Grundschule ""Christian Zimmermann"" Apolda",1,"D-99510","Apolda","Werner-Seelenbinder-Straße 6"
21968,50.933820014323,12.0069499835404,16076003,"Staatliche Regelschule ""Hans Settegast"" Bad Köstritz",0,"D-07586","Bad Köstritz","Werner-Sylten-Straße 14"
13604,50.4495799916096,10.9592199655991,16069012,"Staatliche Grundschule Sachsenbrunn",1,"D-98678","Eisfeld","Werrastraße 30"
50657,51.5056699940496,10.7869700113251,16062041,"Herder-Gymnasium Nordhausen Staatliches Gymnasium",0,"D-99734","Nordhausen","Wiedigsburg 7/8"
10495,51.0169099881392,11.4267600101543,16071101,"Staatliche Grundschule Kromsdorf/Oßmannstedt",1,"D-99510","Ilmtal-Weinstraße","Wielandstraße 15"
60719,50.4220399914412,10.7291699995888,16069024,"Staatliches Berufsbildendes Schulzentrum Hildburghausen",0,"D-98646","Hildburghausen","Wiesenstraße 20"
11742,50.9692999818219,11.8916999883446,16074018,"Staatliche Grundschule ""Martin Luther"" Eisenberg",1,"D-07607","Eisenberg","Wiesenstraße 23"
12480,50.9556000125388,10.7001500067767,16067029,"Staatliche Grundschule ""Peter Andreas Hansen"" Gotha",1,"D-99867","Gotha","Wilhelm-Bock-Straße 18"
18576,50.9674599864369,11.0495700086698,16051000,"Staatliche Grundschule ""Wilhelm Busch"" Erfurt",1,"D-99099","Erfurt","Wilhelm-Busch-Straße 34"
18610,50.9634199929253,11.0467500011654,16051000,"Grundschule am Schwemmbach Erfurt Staatliche Grundschule",1,"D-99096","Erfurt","Wilhelm-Leibl-Straße 1"
15227,51.5059600078994,10.7991599807512,16062041,"Staatliche Grundschule ""Käthe Kollwitz"" Nordhausen",1,"D-99734","Nordhausen","Wilhelm-Nebelung-Straße 44"
24854,51.5059600078994,10.7991599807512,16062041,"Staatliche Regelschule ""Käthe Kollwitz"" Nordhausen",0,"D-99734","Nordhausen","Wilhelm-Nebelung-Straße 44"
20946,50.9890000107647,10.3000100191217,16056000,"Wartburg-Schule Eisenach Staatliche Regelschule",0,"D-99817","Eisenach","Wilhelm-Pieck-Straße 1"
19388,50.976599990845,11.3110800233256,16055000,"Pestalozzischule Weimar Staatliche Grundschule",1,"D-99425","Weimar","William-Shakespeare-Straße 17"
64150,51.3766300079304,10.1409899770007,16061045,"Eichsfeld Klinikum gGmbH, Bildungsinstitut -Berufsbildende Schule-",0,"D-37308","Heilbad Heiligenstadt","Windische Gasse 112"
30529,50.9663500129089,11.0402400284262,16051000,"Schule am Südpark Staatliches überregionales Förderzentrum Erfurt Förderschwerpunkt Hören",1,"D-99096","Erfurt","Windthorststraße 41"
64314,50.9785000006568,11.0060100122383,16051000,"Berufsschule für Gastgewerbe und Tourismus - DEHOGA Thüringen KOMPETENZZENTRUM gGmbH",0,"D-99092","Erfurt","Witterdaer Weg 3"
51296,50.9233000133761,11.5919099895246,16053000,"Adolf-Reichwein-Gymnasium Jena Staatliches Gymnasium",0,"D-07749","Jena","Wöllnitzer Straße 1"
40037,50.9155099982934,11.5903200263112,16053000,"Staatliches Sportgymnasium mit angegliederten Regelschulklassen ""Joh. Chr. Fr. GutsMuths"" Jena",0,"D-07749","Jena","Wöllnitzer Straße 40"
18910,50.880359984413,12.0892099813042,16052000,"Bergschule Gera Staatliche Grundschule",1,"D-07545","Gera","Ziegelberg 19"
30322,50.9951599971369,10.302640008881,16056000,"Pestalozzischule Eisenach Staatliches regionales Förderzentrum",1,"D-99817","Eisenach","Ziegeleistraße 53"
18996,50.9215300068825,11.6046199722237,16053000,"Talschule Jena Staatliche Grundschule",1,"D-07749","Jena","Ziegenhainer Straße 52"
17122,51.2851500004926,10.9072499866165,16065023,"Staatliche Grundschule Westerengel",1,"D-99718","Westerengel","Zinsweg 1"
50237,50.9110100059356,10.9132899860448,16067087,"von-Bülow-Gymnasium Neudietendorf Staatliches Gymnasium",0,"D-99192","Nesse-Apfelstädt","Zinzendorfstraße 19"
13738,50.6949900047365,10.9256200170729,16070029,"Staatliche Grundschule ""Ziolkowski"" Ilmenau",1,"D-98693","Ilmenau","Ziolkowskistraße 14"
24015,50.6962500143313,10.9205499714802,16070029,"Staatliche Regelschule ""Heinrich Hertz"" Ilmenau",0,"D-98693","Ilmenau","Ziolkowskistraße 27"
10148,51.0525099844916,12.3560900298674,16077032,"Staatliche Grundschule Wintersdorf",1,"D-04610","Meuselwitz","Zirndorfer Straße 49"
64493,51.0023499936808,12.4384399654523,16077001,"Berufsfachschule für Arzthelferinnen des Innova Sozialwerkes e.V Höhere Berufsfachschule für Altenpflege des Innova Sozialwerkes e.V.",0,"D-04600","Altenburg","Zschernitzscher Straße 13"
64810,51.0023499936808,12.4384399654523,16077001,"Krankenpflegeschule Altenburg gGmbH",0,"D-04600","Altenburg","Zschernitzscher Straße 13"
14642,50.5792000054285,10.3324899777456,16066042,"Staatliche Grundschule Herpf",1,"D-98617","Meiningen","Zum Eichig 3"
13831,50.6507499845004,11.0032999753036,16070029,"Staatliche Grundschule ""Thomas Müntzer"" Gehren",1,"D-98694","Ilmenau","Zum Haideteich 3"
76099,51.185700018511,10.7045700357783,16064033,"THEPRA Grundschule Kirchheilingen Dalton",1,"D-99947","Kirchheilingen","Zum Kindergarten 16"
45703,50.7489399987967,10.805880003984,16070057,"Staatliche Gemeinschaftsschule Gräfenroda",1,"D-99330","Geratal","Zum Wolfstal 43"
10691,50.7498499801149,10.8088499637362,16070057,"Staatliche Grundschule ""An der Burglehne"" Gräfenroda",1,"D-99330","Geratal","Zum Wolfstal 48"
45027,50.9617999805891,11.0939500066889,16051000,"Gemeinschaftsschule ""Am Urbach"" Staatliche Gemeinschaftsschule Erfurt",1,"D-99098","Erfurt","Zur Steinbrücke 8"
