"Name","School","lat","lon","PLZ","Location","School.Type","Board","Board.Type","District","Admin","AGS","AGS.Name","Großstadtregionaler.Einzugsbereich","Stadt.und.Gemeindetyp","BBSR.Mittelbereiche","RegioStar2","RegioStar5","RegioStar7","RegioStar17","Raumtyp","Wachsen.Schrumpfen"
"Georgenschule Eisenach Staatliche Grundschule",11442,50.9741800096697,10.3187999829272,99817,"Eisenach","Grundschule","Stadtverwaltung Eisenach","staatlich","Eisenach, Stadt","Staatliches Schulamt Westthüringen",16056000,"Eisenach, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Eisenach","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","keine eindeutige Entwicklungsrichtung"
"Freie Waldorfschule Eisenach/Wartburgkreis",79048,50.9898400031914,10.3070199723854,99817,"Eisenach","Waldorfschule","Freie Waldorfschule Eisenach/Wartburgkreis e.V.","in freier Trägerschaft","Eisenach, Stadt","Staatliches Schulamt Westthüringen",16056000,"Eisenach, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Eisenach","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","keine eindeutige Entwicklungsrichtung"
"Mosewaldschule Eisenach Staatliche Grundschule",11470,50.9961499837209,10.3107299703689,99817,"Eisenach","Grundschule","Stadtverwaltung Eisenach","staatlich","Eisenach, Stadt","Staatliches Schulamt Westthüringen",16056000,"Eisenach, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Eisenach","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","keine eindeutige Entwicklungsrichtung"
"Förderschule der Diakonie-Verbund Eisenach gem.GmbH Regionales Förderzentrum Johannes Falk, Förderschwerpunkt geistige Entwicklung",70228,50.9953000168294,10.3130299646002,99817,"Eisenach","Förderschule","Diakonie-Verbund-Eisenach gem. GmbH","in freier Trägerschaft","Eisenach, Stadt","Staatliches Schulamt Westthüringen",16056000,"Eisenach, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Eisenach","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","keine eindeutige Entwicklungsrichtung"
"Pestalozzischule Eisenach Staatliches regionales Förderzentrum, Berufswahlfreundliche Schule - Q-Siegel 2006",30322,50.9951599971369,10.302640008881,99817,"Eisenach","Förderschule","Stadtverwaltung Eisenach","staatlich","Eisenach, Stadt","Staatliches Schulamt Westthüringen",16056000,"Eisenach, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Eisenach","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","keine eindeutige Entwicklungsrichtung"
"Staatliche Grundschule ""Am Rotenberg"" Berlingerode",18066,51.4586699807358,10.2420100151757,37339,"Berlingerode","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061003,"Berlingerode","weiterer Pendlerverflechtungsbereich","Landgemeinde","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Bodenrode",13228,51.3994299999435,10.2106300137055,37308,"Bodenrode-Westhausen","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061012,"Bodenrode-Westhausen","weiterer Pendlerverflechtungsbereich","Landgemeinde","Heiligenstadt","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Am Sonnenstein Brehme",17989,51.4935800207283,10.3501099955058,37339,"Brehme","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061015,"Brehme","weiterer Pendlerverflechtungsbereich","Landgemeinde","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Breitenworbis",17962,51.4103600016843,10.4235300190856,37339,"Breitenworbis","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061017,"Breitenworbis","nicht zu Großstadtregion gehörend","Landgemeinde","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Effelder",17975,51.2381100055008,10.2431200306132,37359,"Effelder","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061027,"Effelder","nicht zu Großstadtregion gehörend","Landgemeinde","Mühlhausen","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","sehr peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule ""Regenbogen"" Geismar",13258,51.2326300010237,10.1670799917388,37308,"Geismar","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061035,"Geismar","nicht zu Großstadtregion gehörend","Landgemeinde","Heiligenstadt","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Am Hanstein Gerbershausen",13288,51.3358100137374,9.9879700364489,37318,"Gerbershausen","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061036,"Gerbershausen","weiterer Pendlerverflechtungsbereich","Landgemeinde","Heiligenstadt","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","peripher","keine eindeutige Entwicklungsrichtung"
"Staatliche Grundschule Gernrode",18203,51.3946300192711,10.3982699804,37339,"Gernrode","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061037,"Gernrode","nicht zu Großstadtregion gehörend","Landgemeinde","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Theodor-Storm-Grundschule Heiligenstadt Staatliche Grundschule",13168,51.3723100169433,10.1373499679087,37308,"Heilbad Heiligenstadt","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061045,"Heilbad Heiligenstadt, Stadt","weiterer Pendlerverflechtungsbereich","Größere Kleinstadt","Heiligenstadt","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - Mittelstädte, städtischer Raum","Stadtregionsnahe ländliche Region - Mittelstadt","peripher","wachsend"
"Staatliche Grundschule ""Tilman Riemenschneider"" Heiligenstadt",13201,51.384000005845,10.1403200114799,37308,"Heilbad Heiligenstadt","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061045,"Heilbad Heiligenstadt, Stadt","weiterer Pendlerverflechtungsbereich","Größere Kleinstadt","Heiligenstadt","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - Mittelstädte, städtischer Raum","Stadtregionsnahe ländliche Region - Mittelstadt","peripher","wachsend"
"Lorenz-Kellner-Schule Heiligenstadt Staatliche Grundschule",13171,51.3796500076445,10.1371300267694,37308,"Heilbad Heiligenstadt","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061045,"Heilbad Heiligenstadt, Stadt","weiterer Pendlerverflechtungsbereich","Größere Kleinstadt","Heiligenstadt","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - Mittelstädte, städtischer Raum","Stadtregionsnahe ländliche Region - Mittelstadt","peripher","wachsend"
"Staatliche Grundschule Siemerode",13305,51.4207800065264,10.1209599944395,37308,"Hohes Kreuz","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061049,"Hohes Kreuz","weiterer Pendlerverflechtungsbereich","Landgemeinde","Heiligenstadt","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Kirchworbis",18157,51.4103799925234,10.3959500372391,37339,"Kirchworbis","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061058,"Kirchworbis","nicht zu Großstadtregion gehörend","Landgemeinde","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Küllstedt",18160,51.2750000186614,10.2816399886653,37359,"Küllstedt","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061063,"Küllstedt","nicht zu Großstadtregion gehörend","Landgemeinde","Mühlhausen","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","sehr peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Im Luttertal",13365,51.3312800141663,10.1197300339675,37318,"Lutter","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061067,"Lutter","nicht zu Großstadtregion gehörend","Landgemeinde","Heiligenstadt","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Staatliche Grundschule Niederorschel",18246,51.3767499948744,10.4194600183607,37355,"Niederorschel","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061074,"Niederorschel","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","keine eindeutige Entwicklungsrichtung"
"Staatliche Grundschule Deuna",17959,51.3548200025013,10.4828999612866,37355,"Niederorschel","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061074,"Niederorschel","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","keine eindeutige Entwicklungsrichtung"
"Staatliche Grundschule ""An der Gobert"" Pfaffschwende",13185,51.2493500119305,10.0930100353868,37308,"Pfaffschwende","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061075,"Pfaffschwende","nicht zu Großstadtregion gehörend","Landgemeinde","Heiligenstadt","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Am Rusteberg Rustenfelde",13231,51.3915099815426,10.0003299908714,37318,"Rustenfelde","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061082,"Rustenfelde","weiterer Pendlerverflechtungsbereich","Landgemeinde","Heiligenstadt","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","peripher","keine eindeutige Entwicklungsrichtung"
"Staatliche Grundschule Wingerode",18277,51.3892599853637,10.2375199972827,37327,"Wingerode","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061107,"Wingerode","weiterer Pendlerverflechtungsbereich","Landgemeinde","Heiligenstadt","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Brüder Grimm Wüstheuterode",13335,51.3236700004543,10.0566599844287,37318,"Wüstheuterode","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061111,"Wüstheuterode","nicht zu Großstadtregion gehörend","Landgemeinde","Heiligenstadt","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Staatliche Grundschule Teistungen",18217,51.4721399925054,10.2661199729266,37339,"Teistungen","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061114,"Teistungen","weiterer Pendlerverflechtungsbereich","Landgemeinde","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule ""Am Ohmgebirge"" Worbis",18126,51.4229100157613,10.3661299917689,37339,"Leinefelde-Worbis","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061115,"Leinefelde-Worbis, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Freie Integrative Ganztagsgrundschule Kleeblatt",76241,51.3775300147838,10.2772199596638,37327,"Leinefelde-Worbis","Grundschule","Elterninitiative Ganztagsgrundschule ""Kleebatt""g.e.V.","in freier Trägerschaft","Eichsfeld","Staatliches Schulamt Nordthüringen",16061115,"Leinefelde-Worbis, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Staatliche Grundschule Johann Carl Fuhlrott Leinefelde",18083,51.3780700188959,10.3237100179883,37327,"Leinefelde-Worbis","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061115,"Leinefelde-Worbis, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Staatliches regionales Förderzentrum Eichsfeld",30652,51.3683700195366,10.3359600018412,37327,"Leinefelde-Worbis","Förderschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061115,"Leinefelde-Worbis, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Staatliche Grundschule ""Konrad Hentrich"" Leinefelde",18113,51.3863199909154,10.3244700051492,37327,"Leinefelde-Worbis","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061115,"Leinefelde-Worbis, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Tabaluga Förderschule",70725,51.4213200106385,10.3639500263911,37339,"Leinefelde-Worbis","Förderschule","Lebenshilfe Leinefelde-Worbis gGmbH","in freier Trägerschaft","Eichsfeld","Staatliches Schulamt Nordthüringen",16061115,"Leinefelde-Worbis, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Staatliche Grundschule Im Bodetal Großbodungen",18187,51.4770400111922,10.4862900220259,37345,"Am Ohmberg","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061116,"Am Ohmberg","nicht zu Großstadtregion gehörend","Landgemeinde","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule ""Im Ellertal"" Weißenborn-Lüderode",18251,51.5317699832524,10.4206599716193,37345,"Sonnenstein","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061117,"Sonnenstein","nicht zu Großstadtregion gehörend","Landgemeinde","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule ""Erich Kästner"" Dingelstädt",18293,51.3212799845828,10.3178499780213,37351,"Dingelstädt","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061118,"Dingelstädt, Stadt","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Bickenriede",14836,51.32036,10.3046850600001,37351,"Dingelstädt","Grundschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061118,"Dingelstädt, Stadt","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"St. Franziskus-Schule, Katholische Förderschule, Schwerpunkt: geistige Entwicklung",70711,51.3146200176862,10.3117300152367,37351,"Dingelstädt","Förderschule","Pflegeanstalt Georgsstift GmbH Thuine","in freier Trägerschaft","Eichsfeld","Staatliches Schulamt Nordthüringen",16061118,"Dingelstädt, Stadt","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Gemeinschaftsschule Hüpstedt Dünwaldschule",45420,51.3153699884728,10.3224600247678,37351,"Dingelstädt","Thüringer Gemeinschaftsschule","Landratsamt Eichsfeld","staatlich","Eichsfeld","Staatliches Schulamt Nordthüringen",16061118,"Dingelstädt, Stadt","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Leinefelde-Worbis","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Goeckingk-Schule Ellrich Staatliche Grundschule",15303,51.5848900012602,10.6642799874136,99755,"Ellrich","Grundschule","Landratsamt Nordhausen","staatlich","Nordhausen","Staatliches Schulamt Nordthüringen",16062005,"Ellrich, Stadt","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Nordhausen","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","sehr peripher","schrumpfend"
"Staatliche Grundschule Görsbach",15320,51.4626500017301,10.933649964134,99765,"Görsbach","Grundschule","Landratsamt Nordhausen","staatlich","Nordhausen","Staatliches Schulamt Nordthüringen",16062008,"Görsbach","nicht zu Großstadtregion gehörend","Landgemeinde","Nordhausen","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Staatliche Grundschule ""Am Lohholz"" Sollstedt",15423,51.4193500119352,10.5933099941319,99759,"Niedergebra","Grundschule","Landratsamt Nordhausen","staatlich","Nordhausen","Staatliches Schulamt Nordthüringen",16062037,"Niedergebra","nicht zu Großstadtregion gehörend","Größere Kleinstadt","Nordhausen","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Adolph Diesterweg Niedergebra",15317,51.4193500119352,10.5933099941319,99759,"Niedergebra","Grundschule","Landratsamt Nordhausen","staatlich","Nordhausen","Staatliches Schulamt Nordthüringen",16062037,"Niedergebra","nicht zu Großstadtregion gehörend","Größere Kleinstadt","Nordhausen","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliches regionales Förderzentrum St. Martin Nordhausen, Förderschwerpunkt geistige Entwicklung",31051,51.5037699842377,10.8015499966226,99734,"Nordhausen","Förderschule","Landratsamt Nordhausen","staatlich","Nordhausen","Staatliches Schulamt Nordthüringen",16062041,"Nordhausen, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Nordhausen","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Staatliche Grundschule Am Förstemannweg Nordhausen",15214,51.5012300161185,10.8195699988024,99734,"Nordhausen","Grundschule","Stadtverwaltung Nordhausen","staatlich","Nordhausen","Staatliches Schulamt Nordthüringen",16062041,"Nordhausen, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Nordhausen","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Staatliches regionales Förderzentrum ""Johann-Heinrich-Pestalozzi"" Nordhausen",31027,51.5080699843858,10.7940600117641,99734,"Nordhausen","Förderschule","Landratsamt Nordhausen","staatlich","Nordhausen","Staatliches Schulamt Nordthüringen",16062041,"Nordhausen, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Nordhausen","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Staatliche Grundschule Niedersalza Nordhausen",15287,51.4982100164044,10.7707699717818,99734,"Nordhausen","Grundschule","Stadtverwaltung Nordhausen","staatlich","Nordhausen","Staatliches Schulamt Nordthüringen",16062041,"Nordhausen, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Nordhausen","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Freie Grundschule nach der Pädagogik Maria Montessoris mit integrativem Charakter, Montessori-Grundschule Nordhausen",76061,51.5053000168434,10.7797999637107,99734,"Nordhausen","Grundschule","Jugendsozialwerk Nordhausen e.V.","in freier Trägerschaft","Nordhausen","Staatliches Schulamt Nordthüringen",16062041,"Nordhausen, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Nordhausen","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Staatliche Grundschule Petersdorf",15410,51.5290500137625,10.8252199882759,99734,"Nordhausen","Grundschule","Stadtverwaltung Nordhausen","staatlich","Nordhausen","Staatliches Schulamt Nordthüringen",16062041,"Nordhausen, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Nordhausen","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Staatliche Grundschule ""Albert Kuntz"" Salza",15244,51.5148099984577,10.7694599641345,99734,"Nordhausen","Grundschule","Stadtverwaltung Nordhausen","staatlich","Nordhausen","Staatliches Schulamt Nordthüringen",16062041,"Nordhausen, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Nordhausen","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Staatliche Grundschule Bertolt Brecht Nordhausen",15200,51.5002099804115,10.7961200321075,99734,"Nordhausen","Grundschule","Stadtverwaltung Nordhausen","staatlich","Nordhausen","Staatliches Schulamt Nordthüringen",16062041,"Nordhausen, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Nordhausen","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Staatliche Grundschule ""Käthe Kollwitz"" Nordhausen",15227,51.5059600078994,10.7991599807512,99734,"Nordhausen","Grundschule","Stadtverwaltung Nordhausen","staatlich","Nordhausen","Staatliches Schulamt Nordthüringen",16062041,"Nordhausen, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Nordhausen","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
"Evangelische Grundschule Nordhausen",76058,51.530180020039,10.7800599703473,99734,"Nordhausen","Grundschule","Evangelische Schulstiftung in Mitteldeutschland","in freier Trägerschaft","Nordhausen","Staatliches Schulamt Nordthüringen",16062041,"Nordhausen, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Nordhausen","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Periphere ländliche Region - Zentrale Stadt","peripher","schrumpfend"
