"Name","School","lat","lon","PLZ","Location","School.Type","Board","Board.Type","District","Admin","AGS","AGS.Name","Großstadtregionaler.Einzugsbereich","Stadt.und.Gemeindetyp","BBSR.Mittelbereiche","RegioStar2","RegioStar5","RegioStar7","RegioStar17","Raumtyp","Wachsen.Schrumpfen"
"Schule am Zoopark, Staatliches regionales Förderzentrum Erfurt, Förderschwerpunkt geistige Entwicklung",31879,51.0190200065351,11.0340000367882,99087,"Erfurt","Förderschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Aktiv-Schule Erfurt, Freie Gemeinschaftsschule",75007,50.943820001997,11.0856199874941,99097,"Erfurt","Thüringer Gemeinschaftsschule","GoBi - Gothaer Bildungsgesellschaft mbH","in freier Trägerschaft","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Gemeinschaftsschule am Roten Berg Erfurt, Staatliche Gemeinschaftsschule",45011,51.016779984821,11.0197900286968,99087,"Erfurt","Thüringer Gemeinschaftsschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Staatliche Integrierte Gesamtschule Erfurt",40517,50.9946600166125,11.0310600004304,99086,"Erfurt","Integrierte Gesamtschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"""Barfüßerschule"" Erfurt Staatliche Grundschule",18606,50.9761200011597,11.0306699904756,99084,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Evangelische Gemeinschaftsschule Erfurt",75018,50.98948000045,11.0386000252508,99085,"Erfurt","Thüringer Gemeinschaftsschule","Evangelische Schulstiftung in Mitteldeutschland","in freier Trägerschaft","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Staatliche Grundschule Thomas Mann Erfurt",18473,50.984329991501,11.0484100370893,99085,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Bechsteinschule Erfurt Staatliche Grundschule",18503,50.994400009976,11.0239300183132,99089,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"John F. Kennedy School Erfurt",75010,50.9638600009325,11.0573700401268,99099,"Erfurt","Thüringer Gemeinschaftsschule","Gemeinnützige Internationale Schulen Potsdam GmbH","in freier Trägerschaft","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Staatliche Grundschule Thomas Müntzer Möbisburg",18667,50.9249400165514,10.9916700008287,99094,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Grundschule am Steigerwald Erfurt Staatliche Grundschule",18731,50.9661599951639,11.0280900406782,99096,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Regenbogen Freie Schule Erfurt e.V. Grundschule",76208,51.001629988198,11.0267600002823,99086,"Erfurt","Grundschule","Regenbogen Freie Schule Erfurt e.V. ","in freier Trägerschaft","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Grundschule am Berliner Platz Erfurt Staatliche Grundschule",18713,51.0045400173424,11.0063700149797,99091,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Schule am Andreasried, Staatliches regionales Förderzentrum Erfurt, Förderschwerpunkt körperliche und motorische Entwicklung",31811,51.0023100120026,11.0067900321478,99089,"Erfurt","Förderschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Jacob-und-Wilhelm-Grimm-Schule Erfurt Staatliche Grundschule",18670,50.9834700082352,11.0091300080573,99092,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Evangelische Grundschule Erfurt",76361,50.9730500033931,11.0233599650782,99084,"Erfurt","Grundschule","Evangelische Schulstiftung in Mitteldeutschland","in freier Trägerschaft","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"CJD-Christophorusschule Erfurt, FÖS im Bildungsgang zur individuellen Lebensbewältigung",70828,51.0111400117218,10.9951899810672,99091,"Erfurt","Förderschule","Christliches Jugenddorfwerk Deutschlands e.V. (CJD)","in freier Trägerschaft","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Montessori-Integrationsschule (Grundschule)",76254,50.9542700140524,11.0622400096908,99097,"Erfurt","Grundschule","Aktion Sonnenschein Thüringen e.V.","in freier Trägerschaft","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Gisperslebener Schule Staatliche Grundschule",18607,51.0047999820694,11.0330999880252,99086,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Astrid-Lindgren-Schule Erfurt Staatliche Grundschule",18757,50.9487299951486,11.0807299851816,99097,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Schule am Wiesenhügel Erfurt Staatliche Grundschule",18700,50.953580015783,11.0750100068166,99099,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Jenaplanschule Erfurt, Staatliche Gemeinschaftsschule",45007,50.9910500147338,11.0204599942176,99089,"Erfurt","Thüringer Gemeinschaftsschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Staatliche Grundschule 8A Erfurt",18672,50.9778900076532,11.0070600132491,99092,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Grundschule am Johannesplatz Erfurt Staatliche Grundschule",18653,50.9949299977137,11.0325199603255,99086,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Grundschule am Schwemmbach Erfurt Staatliche Grundschule",18610,50.9634199929253,11.0467500011654,99096,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Puschkinschule Erfurt Staatliche Grundschule",18730,50.9692499837695,11.0244299988376,99084,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Staatliche Grundschule Erfurt, Grundschule An der Geraaue",18726,51.0125799807778,10.999689973425,99091,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Moritzschule Erfurt, Staatliche Grundschule",18547,50.9849800080922,11.0224500256695,99089,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Humboldt-Grundschule Erfurt, Staatliche Grundschule",18521,50.9780599926496,11.0389799769218,99084,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Gemeinschaftsschule ""Steigerblick"" Hochheim, Staatliche Gemeinschaftsschule",45030,50.955520007273,10.9947400405047,99094,"Erfurt","Thüringer Gemeinschaftsschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Staatliche Gemeinschaftsschule Kerspleben",45032,51.0042899851707,11.097300001931,99098,"Erfurt","Thüringer Gemeinschaftsschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Schule am Südpark, Staatliches überregionales Förderzentrum Erfurt, Förderschwerpunkt Hören",30529,50.9663500129089,11.0402400284262,99096,"Erfurt","Förderschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Grundschule am Kleinen Herrenberg Erfurt",18563,50.9581800042457,11.0602600365226,99099,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Bergkreisschule Alach, Staatliche Grundschule",12045,50.9861999940994,10.9327499991901,99090,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Riethschule Erfurt Staatliche Grundschule",18641,51.0017899987296,11.0138299926249,99089,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Staatliche Grundschule Vieselbach",12087,50.9981999876901,11.1450900096191,99098,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Gemeinschaftsschule Otto Lilienthal, Staatliche Gemeinschaftsschule Erfurt (TGS 8)",45021,51.0041399910134,11.0199300064798,99089,"Erfurt","Thüringer Gemeinschaftsschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Freie Waldorfschule Erfurt",79124,50.9373099873482,10.9858900080369,99094,"Erfurt","Waldorfschule","Freie Waldorfschule Erfurt e.V.","in freier Trägerschaft","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Christophorus-Schule, Staatlich anerkannte Förderschule, Träger: Christophoruswerk Erfurt gGmbH",70801,50.9937100117066,11.0223900112428,99089,"Erfurt","Förderschule","Christophoruswerk Erfurt gGmbH","in freier Trägerschaft","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Staatliche Grundschule ""Wilhelm Busch"" Erfurt",18576,50.9674599864369,11.0495700086698,99099,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Staatliche Grundschule ""Christian Reichart"" Erfurt",18623,50.9637100067752,10.9902800298251,99094,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Gemeinschaftsschule ""Am Urbach"", Staatliche Gemeinschaftsschule Erfurt",45027,50.9617999805891,11.0939500066889,99098,"Erfurt","Thüringer Gemeinschaftsschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Johannesschule Erfurt, Staatliche Grundschule",18515,50.9889500127123,11.0300899627759,99086,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Staatliche Grundschule Stotternheim",12051,51.0527600166633,11.0377500164498,99095,"Erfurt","Grundschule","Landeshauptstadt Erfurt","staatlich","Erfurt, Stadt","Staatliches Schulamt Mittelthüringen",16051000,"Erfurt, Stadt","Zentrum","Großstadt","Erfurt","Stadtregion","Regiopole und Großstadt","Stadtregion - Regiopole und Großstadt","Regiopolitane Stadtregion - Regiopole","zentral","wachsend"
"Entdecker-Gemeinschaftsschule, in der Gemeinnützigen Gesellschaft Semper Bildungswerk mbH",75070,50.8778099999194,12.0744200293321,7545,"Gera","Thüringer Gemeinschaftsschule","Gemeinnützige Gesellschaft Semper Bildungswerk mbH","in freier Trägerschaft","Gera, Stadt","Staatliches Schulamt Ostthüringen",16052000,"Gera, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Gera","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Stadtregionsnahe ländliche Region - Zentrale Stadt","zentral","schrumpfend"
"Astrid-Lindgren-Grundschule Gera Staatliche Grundschule",18816,50.9225800078933,12.0566900410022,7552,"Gera","Grundschule","Stadtverwaltung Gera","staatlich","Gera, Stadt","Staatliches Schulamt Ostthüringen",16052000,"Gera, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Gera","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Stadtregionsnahe ländliche Region - Zentrale Stadt","zentral","schrumpfend"
"Grundschule ""Am Bieblacher Hang"" Gera Staatliche Grundschule",18953,50.8993799895511,12.0874900147726,7546,"Gera","Grundschule","Stadtverwaltung Gera","staatlich","Gera, Stadt","Staatliches Schulamt Ostthüringen",16052000,"Gera, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Gera","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Stadtregionsnahe ländliche Region - Zentrale Stadt","zentral","schrumpfend"
"Freie Waldorfschule Gera",79111,50.8372599868277,12.0659200251409,7549,"Gera","Waldorfschule","Waldorfpädagogik Ostthüringen e.V.","in freier Trägerschaft","Gera, Stadt","Staatliches Schulamt Ostthüringen",16052000,"Gera, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Gera","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Stadtregionsnahe ländliche Region - Zentrale Stadt","zentral","schrumpfend"
"Freie Gemeinschaftsschule der Grundig Akademie Gera",75067,50.8774699880171,12.0739300232725,7545,"Gera","Thüringer Gemeinschaftsschule","GRUNDIG AKADEMIE für Wirtschaft und Technik","in freier Trägerschaft","Gera, Stadt","Staatliches Schulamt Ostthüringen",16052000,"Gera, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Gera","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Stadtregionsnahe ländliche Region - Zentrale Stadt","zentral","schrumpfend"
"Tabaluga-Grundschule Gera Staatliche Grundschule",18968,50.9040099852271,12.0974600371427,7552,"Gera","Grundschule","Stadtverwaltung Gera","staatlich","Gera, Stadt","Staatliches Schulamt Ostthüringen",16052000,"Gera, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Gera","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Stadtregionsnahe ländliche Region - Zentrale Stadt","zentral","schrumpfend"
"Staatliches regionales Förderzentrum Am Brahmetal Gera, mit Förderschwerpunkt Körperliche und motorische Entwicklung",31900,50.9060200075181,12.0883800052518,7552,"Gera","Förderschule","Stadtverwaltung Gera","staatlich","Gera, Stadt","Staatliches Schulamt Ostthüringen",16052000,"Gera, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Gera","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Stadtregionsnahe ländliche Region - Zentrale Stadt","zentral","schrumpfend"
"Wilhelm-Busch-Grundschule Gera Staatliche Grundschule",18863,50.846820008404,12.0593099724778,7549,"Gera","Grundschule","Stadtverwaltung Gera","staatlich","Gera, Stadt","Staatliches Schulamt Ostthüringen",16052000,"Gera, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Gera","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Stadtregionsnahe ländliche Region - Zentrale Stadt","zentral","schrumpfend"
"Christliche Gemeinschaftsschule Gera",75053,50.8843900034597,12.0799000338092,7545,"Gera","Thüringer Gemeinschaftsschule","Förderverein Christliche Schule Gera e.V.","in freier Trägerschaft","Gera, Stadt","Staatliches Schulamt Ostthüringen",16052000,"Gera, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Gera","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Stadtregionsnahe ländliche Region - Zentrale Stadt","zentral","schrumpfend"
"Hans-Christian-Andersen-Grundschule Gera Staatliche Grundschule",18846,50.8641899939925,12.0748900026432,7548,"Gera","Grundschule","Stadtverwaltung Gera","staatlich","Gera, Stadt","Staatliches Schulamt Ostthüringen",16052000,"Gera, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Gera","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Stadtregionsnahe ländliche Region - Zentrale Stadt","zentral","schrumpfend"
"Grundschule ""Saarbachtal"" Gera Staatliche Grundschule",18833,50.8558300094939,12.0688299704664,7548,"Gera","Grundschule","Stadtverwaltung Gera","staatlich","Gera, Stadt","Staatliches Schulamt Ostthüringen",16052000,"Gera, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Gera","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Stadtregionsnahe ländliche Region - Zentrale Stadt","zentral","schrumpfend"
"Staatliche Grundschule ""Otto Dix"" Gera",18820,50.8833700096623,12.0696799792674,7548,"Gera","Grundschule","Stadtverwaltung Gera","staatlich","Gera, Stadt","Staatliches Schulamt Ostthüringen",16052000,"Gera, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Gera","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Stadtregionsnahe ländliche Region - Zentrale Stadt","zentral","schrumpfend"
"Zwötzener Schule Gera Staatliche Grundschule",18906,50.8471000058796,12.0887300335284,7551,"Gera","Grundschule","Stadtverwaltung Gera","staatlich","Gera, Stadt","Staatliches Schulamt Ostthüringen",16052000,"Gera, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Gera","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Stadtregionsnahe ländliche Region - Zentrale Stadt","zentral","schrumpfend"
"Bergschule Gera Staatliche Grundschule",18910,50.880359984413,12.0892099813042,7545,"Gera","Grundschule","Stadtverwaltung Gera","staatlich","Gera, Stadt","Staatliches Schulamt Ostthüringen",16052000,"Gera, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Gera","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Stadtregionsnahe ländliche Region - Zentrale Stadt","zentral","schrumpfend"
"Erich Kästner Grundschule Gera Staatliche Grundschule",18876,50.8368700187825,12.0646199919584,7549,"Gera","Grundschule","Stadtverwaltung Gera","staatlich","Gera, Stadt","Staatliches Schulamt Ostthüringen",16052000,"Gera, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Gera","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Stadtregionsnahe ländliche Region - Zentrale Stadt","zentral","schrumpfend"
"Schule zur individuellen Lebensgestaltung Gera-Röpsen, Förderschule der Lebenshilfe Schulen Gera gGmbH",70051,50.913659986534,12.104959996466,7554,"Gera","Förderschule","Lebenshilfe Schulen Gera gGmbH","in freier Trägerschaft","Gera, Stadt","Staatliches Schulamt Ostthüringen",16052000,"Gera, Stadt","nicht zu Großstadtregion gehörend","Mittelstadt","Gera","Ländliche Region","Zentrale Stadt, Mittelstadt","Ländliche Region - zentrale Stadt","Stadtregionsnahe ländliche Region - Zentrale Stadt","zentral","schrumpfend"
